Name,Address_full,Phone_number,Website,Rating,Region,Category
La Toque Bourbonnaise,"26 Rue Eugène Sue, 03100 Montluçon, France",+33 4 70 29 02 90,https://latoquebourbonnaise.fr/,"3,8",Auvergne-Rhône-Alpes,Caterer
Délices de Manel,"13 Rue Colonel Vaujour, 19100 Brive-la-Gaillarde, France",+33 6 38 36 19 83,http://delicesdemanel.webnode.fr/,5,Auvergne-Rhône-Alpes,Caterer
RS Prestataire Traiteur,,+33 6 64 40 11 22,,,Auvergne-Rhône-Alpes,Caterer
Traiteur Saveurs Du Sud,,+33 6 23 04 35 12,,5,Auvergne-Rhône-Alpes,Caterer
Benoît BRULEY Traiteur organisateur de réception,"Rte de Dijon, 21380 Épagny, France",+33 3 80 41 30 21,http://www.bruley-traiteur.fr/,"4,7",Bourgogne-Franche-Comté,Caterer
Traiteur Ernwein,"55 Rue d'Audincourt, 25230 Seloncourt, France",+33 3 81 35 64 30,http://www.traiteur-ernwein.com/,"4,9",Bourgogne-Franche-Comté,Caterer
Cottin,"18 Grande Rue, 25170 Emagny, France",+33 3 81 55 03 07,http://www.cottin-traiteur.com/,"4,9",Bourgogne-Franche-Comté,Caterer
Le Chevalier Gourmand Traiteur,"2 Rue Alfred Dornier, 70180 Dampierre-sur-Salon, France",+33 7 49 78 15 87,http://www.lechevaliergourmand-traiteur.fr/,"4,9",Bourgogne-Franche-Comté,Caterer
Traiteur du Val de Saône,"14 Rue Tilladet, 71000 Mâcon, France",+33 3 85 37 52 13,https://www.traiteur-macon.com/,"4,8",Bourgogne-Franche-Comté,Caterer
Plaisirs de la Table,"4 Rue Félix Tisserand, 21700 Nuits-Saint-Georges, France",+33 3 80 61 33 47,http://www.plaisirs-de-la-table.com/,"4,9",Bourgogne-Franche-Comté,Caterer
A VOTRE SERVICE RÉGIS,,+33 6 95 72 71 19,https://www.chef-avotreserviceregis-traiteur.fr/,"4,9",Bourgogne-Franche-Comté,Caterer
Traiteur KAEDI FOUTA / Cuisine à ma façon,"26 Chem. des Grands Bas, 25000 Besançon, France",+33 7 66 21 22 79,,5,Bourgogne-Franche-Comté,Caterer
Bourgogne Morvan Traiteur,"18 Rue de Parpas, 71400 Autun, France",+33 3 85 86 92 92,http://www.bmtraiteur.com/,"4,6",Bourgogne-Franche-Comté,Caterer
Morey Traiteur - Maître Artisan Châlon sur Saône - Banquet Mariage Buffet Entreprise,"22 Av. du Général Charles de Gaulle, 71880 Châtenoy-le-Royal, France",+33 3 85 87 83 36,http://www.morey-traiteur-chatenoy.fr/,"4,5",Bourgogne-Franche-Comté,Caterer
Cook Evenement,"12 Rue des Métiers Zone Artisanale, 21560 Couternon, France",+33 6 70 23 82 82,http://cookevenement.fr/,"4,8",Bourgogne-Franche-Comté,Caterer
Chol Traiteur,"86 Rte de Dijon, 21470 Brazey-en-Plaine, France",+33 3 80 29 82 67,http://www.choltraiteur.fr/,"4,7",Bourgogne-Franche-Comté,Caterer
Choix Fabien,"18 Rue des Garennes, 70150 Marnay, France",+33 3 84 31 98 52,https://auchoix-traiteur.fr/,"4,9",Bourgogne-Franche-Comté,Caterer
Buffet Saveurs,"2 Rte de Verjux, 71620 Damerey, France",+33 3 85 47 19 54,http://www.buffetsaveurs.fr/,"4,8",Bourgogne-Franche-Comté,Caterer
Traiteur Citron Vert,"47 Av. Charles Jaffelin, 21200 Beaune, France",+33 7 69 05 35 74,https://www.traiteurcitronvert.fr/,"4,7",Bourgogne-Franche-Comté,Caterer
Isabelle Traiteur,"19 Rue des Confréries, 71530 Crissey, France",+33 3 85 48 04 24,http://www.isabelle-traiteur.com/,"4,4",Bourgogne-Franche-Comté,Caterer
L'ATELIER D'ALBIN,"70 Rte nationale, 39120 Chemin, France",+33 6 71 66 23 74,https://www.latelierdalbin.fr/,5,Bourgogne-Franche-Comté,Caterer
Chez mes sœurs,"18 Av. de la Concorde, 21000 Dijon, France",+33 3 80 57 42 79,https://www.chezmessoeurs.com/,"4,7",Bourgogne-Franche-Comté,Caterer
Festins Marsannay,"23 Rte de Beaune, 21160 Marsannay-la-Côte, France",+33 3 80 54 39 39,https://www.festins.fr/,"4,4",Bourgogne-Franche-Comté,Caterer
Plaisir Gourmand - Thomas Traiteur,"12 Rue des Tantes, 71240 Marnay, France",+33 6 98 29 69 91,http://pg-thomastraiteur.fr/,"4,9",Bourgogne-Franche-Comté,Caterer
Maison COURBET Traiteur,"71 Rue de Dole, 25000 Besançon, France",+33 3 81 52 02 16,https://www.maison-courbet.com/,"4,4",Bourgogne-Franche-Comté,Caterer
Excellence culinaire - Bruno FRITZ,"4 Rue des Sources, 90150 Foussemagne, France",+33 6 85 45 30 18,https://excellence-culinaire.fr/,5,Bourgogne-Franche-Comté,Caterer
TOQUE D'ICI,"9 Rue du Moulin des Étangs, 21600 Fénay, France",+33 3 80 71 16 92,https://www.toquedici.com/,"4,9",Bourgogne-Franche-Comté,Caterer
Le Kaf Des Vieux Amants,"9 Fbg Tarragnoz, 25000 Besançon, France",+33 3 81 83 09 14,https://www.kaf-restaurant-traiteur-besancon.com/,"4,6",Bourgogne-Franche-Comté,Caterer
Nicolas Traiteur,,+33 3 81 82 05 60,http://www.nicolastraiteur.fr/,"4,5",Bourgogne-Franche-Comté,Caterer
Le Genty Traiteur SARL,"15 Rue d'Amont, 21170 Charrey-sur-Saône, France",+33 6 52 05 11 38,http://www.genty-traiteur.fr/,"4,3",Bourgogne-Franche-Comté,Mobile caterer
Le Miaou,"586 Rue du Pont Rouge, 71580 Le Fay, France",+33 6 32 42 80 18,http://www.traiteurlafoliegourmande.com/,"4,4",Bourgogne-Franche-Comté,Caterer
Roussel Traiteur,"4 bis Grand Rue, 70230 Chassey-lès-Montbozon, France",+33 6 81 16 32 29,http://www.roussel-traiteur.fr/,"4,8",Bourgogne-Franche-Comté,Caterer
Mammm Traiteur,"6 Rue Pierre Clerc, 21130 Tréclun, France",+33 6 95 32 45 28,,5,Bourgogne-Franche-Comté,Caterer
La Brocherie Mobile Brasero Party L'Œuf en Meurette Traiteur Street Food Truck Dijon,"16 Rue de l'Arquebuse, 21000 Dijon, France",+33 7 67 30 78 79,https://labrocheriemobile.eatbu.com/,"4,9",Bourgogne-Franche-Comté,Caterer
Eventail Gourmand,"9 Rue Marguerite Bourcet, 39100 Dole, France",+33 6 98 34 86 68,http://www.traiteur-eventail-gourmand.com/,"4,6",Bourgogne-Franche-Comté,Caterer
SARL BOURGOGNE TRAITEUR,"3 Rue Jacques Bézullier, 71100 Chalon-sur-Saône, France",+33 3 85 97 28 28,https://www.bourgognetraiteur.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,"4,7",Bourgogne-Franche-Comté,Caterer
Le Traiteur de Montret,"75 Rte de Chalon, 71440 Montret, France",+33 3 85 76 51 51,http://www.letraiteurdemontret.com/,"4,7",Bourgogne-Franche-Comté,Caterer
Maison Barra Rôtisserie et Événements,,+33 7 85 91 93 48,,5,Bourgogne-Franche-Comté,Caterer
Brice Moulin Traiteur,"25 Rue Pasteur, 39110 Marnoz, France",+33 9 56 25 20 88,https://www.bricemoulin-juratraiteur.fr/,5,Bourgogne-Franche-Comté,Caterer
Nicolas PIERRE Traiteur,"N77, 89230 Montigny-la-Resle, France",+33 6 40 11 40 02,http://www.nicolas-pierre-traiteur.fr/,5,Bourgogne-Franche-Comté,Caterer
Become Traiteur,"29 Grande Rue, 25550 Laire, France",+33 6 81 07 84 12,http://www.become-traiteur.fr/,5,Bourgogne-Franche-Comté,Caterer
Huez Traiteur,"RN 74, 21190 Meursault, France",+33 3 80 26 55 39,http://www.maisonhuez.fr/,"4,7",Bourgogne-Franche-Comté,Caterer
"Alves Traiteur - Domaine ""Le Pré du Chêne","Le Pré du Chêne, 21540 Chevannay, France",+33 3 80 23 63 17,http://www.alvestraiteur-domainelepreduchene.fr/,"4,1",Bourgogne-Franche-Comté,Caterer
O BE WINE,"13 rue du pré rondot, 21850 Saint-Apollinaire, France",+33 6 26 89 16 49,http://o-be-wine.eatbu.com/,5,Bourgogne-Franche-Comté,Caterer
Husson Traiteur,"4 Rue Grangier, 21640 Gilly-lès-Cîteaux, France",+33 7 85 33 44 33,,"4,7",Bourgogne-Franche-Comté,Caterer
Sole Di Sicilia Traiteur et Sapori Foodtruck,"11 Rue Marion, 21170 Saint-Jean-de-Losne, France",+33 6 34 26 40 50,https://soledisicilia-stjeandelosne.eatbu.com/,"4,9",Bourgogne-Franche-Comté,Caterer
Adène Traiteur Event,"27 Rue du Val de Saône, 21270 Binges, France",+33 6 70 67 69 06,http://adene-traiteur.fr/,5,Bourgogne-Franche-Comté,Caterer
Chez David traiteur,"1B Rue Jean Monnet, 25410 Saint-Vit, France",+33 3 81 51 23 39,https://www.facebook.com/orythmedessaisons/?ref=aymt_homepage_panel,"4,5",Bourgogne-Franche-Comté,Caterer
Le Clos du Roy à Gevrey-Chambertin,"20 Rue Richebourg, 21220 Gevrey-Chambertin, France",+33 3 80 51 33 66,http://www.leclosduroy.com/,5,Bourgogne-Franche-Comté,Caterer
Chassaing Arnaud,"1 Rue du Curtil Canot, 71380 Saint-Marcel, France",+33 6 88 76 62 09,http://www.unerecettesurmesure.com/,"4,8",Bourgogne-Franche-Comté,Caterer
John. Traiteur,,+33 6 16 72 14 48,https://traiteur71.fr/,5,Bourgogne-Franche-Comté,Caterer
Parals Roland,"34 All. de Beauregard, 39220 Prémanon, France",+33 6 30 87 12 25,,5,Bourgogne-Franche-Comté,Caterer
Area De Pont De Pany,"170 Rue de Sainte-Marie, 21410 Sainte-Marie-sur-Ouche, France",+33 3 80 49 77 79,http://www.domainedepontdepany.fr/,"4,5",Bourgogne-Franche-Comté,Caterer
Les 4 vents,"Zone industrielle du Noret, 25620 Mamirolles, France",+33 3 81 55 77 60,http://www.traiteur-les4vents.com/,"4,5",Bourgogne-Franche-Comté,Caterer
Maison Renaud Traiteur,"10 Rue Professeur Louis Néel, 21600 Longvic, France",+33 3 80 67 19 87,,"4,2",Bourgogne-Franche-Comté,Caterer
Traiteur mariage Lons-le-Saunier,"24 Av. Abbé Lemire, 39000 Lons-le-Saunier, France",+33 3 84 24 13 46,http://www.traiteur-bonin.com/,"4,7",Bourgogne-Franche-Comté,Caterer
Thierry Garny,"2 Rte de Besançon, 25480 Pirey, France",+33 3 81 81 34 34,http://www.thierry-garny.fr/,"4,2",Bourgogne-Franche-Comté,Restaurant
Germain Traiteur,"19 Rue René Coty, 21000 Dijon, France",+33 3 80 66 37 88,https://germain-traiteur-dijon.com/,"4,5",Bourgogne-Franche-Comté,Caterer
Renard Traiteur,"5 Rue du Puits de Têt, 21160 Marsannay-la-Côte, France",+33 3 80 52 16 41,http://www.renard-traiteur.com/,"4,8",Bourgogne-Franche-Comté,Caterer
Gougère & Meurette Traiteur,"2 Rue Jean Moulin, 21190 Corpeau, France",+33 6 95 64 77 06,http://www.gougere-meurette.fr/,"4,8",Bourgogne-Franche-Comté,Caterer
L'imprévu Traiteur,"6 Rue des Cassis, 21700 Chaux, France",+33 6 60 87 53 39,,"4,8",Bourgogne-Franche-Comté,Caterer
HenCor Traiteur,"3 Pl. du Général Lonchamp, 25520 Sombacour, France",+33 7 77 31 68 97,https://www.facebook.com/hencortraiteur/,5,Bourgogne-Franche-Comté,Caterer
Sillon Traiteur,"12 Rue du Martenois, 21110 Rouvres-en-Plaine, France",+33 6 28 91 06 52,https://sillontraiteur.fr/,"4,8",Bourgogne-Franche-Comté,Caterer
La cuisine d'Isalys,"La cuisine d'Isalys, 71390 Chenôves, France",+33 6 20 71 28 81,http://www.lacuisinedisalys.fr/,"4,5",Bourgogne-Franche-Comté,Caterer
BONSANS TRAITEUR,"3 Imp. du Rondot, 21500 Moutiers-Saint-Jean, France",+33 9 74 56 47 54,http://www.bonsanstraiteur.com/,"4,6",Bourgogne-Franche-Comté,Caterer
SARL Nicolas traiteur navilly,"8 Rue des Maisons Sables, 71270 Navilly, France",+33 7 86 22 49 15,,5,Bourgogne-Franche-Comté,Caterer
Cuisine Créole Mamanfred,"6 Rue Du Port, 21170 Saint-Jean-de-Losne, France",+33 6 51 80 50 87,,5,Bourgogne-Franche-Comté,Caterer
LUCULLUS TRAITEUR,"25 Av. du 8 Septembre 1944, 21200 Beaune, France",+33 3 80 24 74 07,http://lucullus-traiteur.com/,"4,6",Bourgogne-Franche-Comté,Caterer
Events Factory Traiteur,"134 Rte de Mézériat, 01340 Saint-Didier-d'Aussiat, France",+33 4 74 24 78 60,https://www.eventsfactorytraiteur.fr/,"4,8",Bourgogne-Franche-Comté,Caterer
Maison Mitanchey,"17 Av. Gustave Eiffel, 21000 Dijon, France",+33 3 80 41 21 15,http://mitanchey.fr/,4,Bourgogne-Franche-Comté,Caterer
Garing Didier,"13 Rue des Vergers, 25600 Nommay, France",+33 3 81 94 68 01,http://garing-traiteur.e-monsite.com/,"4,4",Bourgogne-Franche-Comté,Caterer
Traiteur mariage Dijon,"Ham. de Sainte-Foy, 21380 Messigny-et-Vantoux, France",+33 3 80 35 41 10,http://www.aubergedesaintefoy.com/,,Bourgogne-Franche-Comté,Caterer
cuisine et cotillons,"1 Rue Martenot, 21550 Ladoix-Serrigny, France",+33 6 59 68 27 69,,5,Bourgogne-Franche-Comté,Caterer
Milleron - Traiteur Finesse de Bourgogne,"9B Rue des Moulissards, 21240 Talant, France",+33 6 84 86 12 86,http://millerontraiteur.fr/,"4,6",Bourgogne-Franche-Comté,Caterer
Area La Combe D'été Room De Reception,"5 Rue de la Grange Tibi, 21340 Baubigny, France",+33 6 34 28 68 28,http://www.lacombedete.com/,"4,7",Bourgogne-Franche-Comté,Caterer
Les délices de Margot,"7 Rue de la Ban Vie, 70200 Magny-Jobert, France",+33 6 37 60 16 86,https://m.facebook.com/lesdelicesdeMargotmagnyjobert/,"4,2",Bourgogne-Franche-Comté,Caterer
MIREILLE HAZEMANN TRAITEUR,,+33 3 81 96 03 67,https://www.mireillehazemanntraiteur.fr/,"4,7",Bourgogne-Franche-Comté,Caterer
Atelier Rose traiteur,,+33 6 69 03 62 76,https://www.atelierrosetraiteur.com/,"4,8",Bourgogne-Franche-Comté,Caterer
Le Mirabilis - Traiteur,"1026 Av. de Chalon, 39570 Courlans, France",+33 3 84 47 71 47,https://www.lemirabilis.com/,"4,2",Bourgogne-Franche-Comté,Caterer
Bonino traiteur,"29B Rte de Panges, 21410 Ancey, France",+33 6 76 92 10 22,http://bonino-traiteur.eatbu.com/,5,Bourgogne-Franche-Comté,Caterer
Au Doubs Gourmet,"1 Rue de la Valpre, 25300 Doubs, France",+33 3 81 39 10 23,http://www.pontarlier-traiteur.fr/,"4,6",Bourgogne-Franche-Comté,Caterer
Coicault Traiteur,"44 Rue Mirabeau, 25000 Besançon, France",+33 3 81 61 26 22,,"4,1",Bourgogne-Franche-Comté,Caterer
Maison Musy Traiteur,"Z.A. Sous Le Bois III, 25330 Amancey, France",+33 3 81 86 61 65,http://www.musytraiteur.com/?utm_source=gmb,"4,1",Bourgogne-Franche-Comté,Caterer
Mylo Food Truck,,+33 7 82 20 83 39,http://www.mylofoodtruck.fr/,"4,5",Bourgogne-Franche-Comté,Caterer
Comme à la maison,"13 Rue du Faubourg Saint-Martin, 21200 Beaune, France",+33 6 17 66 46 11,https://instagram.com/commealamaison21,5,Bourgogne-Franche-Comté,Caterer
Côté Gourmand,"27 Rue Principale, 21110 Bretenière, France",+33 7 77 88 13 10,https://www.cote-gourmand.net/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,"4,4",Bourgogne-Franche-Comté,Caterer
Cake & Spatule : Traiteur à Sancey,,+33 7 70 00 08 12,https://www.cakeetspatule.com/,5,Bourgogne-Franche-Comté,Caterer
Traiteur Notre Dame,"8 Rte de Massène, 21140 Saint-Euphrône, France",+33 3 80 97 06 17,http://www.traiteur-notre-dame.com/traiteur/,"4,6",Bourgogne-Franche-Comté,Caterer
Traiteur Au Savignien,"2 Rue Paul Maldant, 21420 Savigny-lès-Beaune, France",+33 3 45 04 01 94,http://www.traiteur-ausavignien.com/,"4,8",Bourgogne-Franche-Comté,Caterer
Traiteur La Passion des Viandes,"46 All. de la Balme, 71330 Saint-Germain-du-Bois, France",+33 6 38 47 58 80,https://www.lapassiondesviandes.com/,"4,8",Bourgogne-Franche-Comté,Caterer
L'Or en chef /gastronomie à domicile,,+33 6 88 58 59 63,http://lorenchefadomicile.com/,"4,9",Bourgogne-Franche-Comté,Caterer
SARL TRAITEUR VINTAGE,,+33 7 72 02 39 19,https://traiteur-vintage.eatbu.com/?lang=fr,5,Bourgogne-Franche-Comté,Caterer
Le Traiteur De Romain,,+33 6 74 49 23 65,http://www.facebook.com/letraiteurderomain,5,Bourgogne-Franche-Comté,Caterer
Lehanneur Traiteur,"169 Rue de la Motte, 71380 Épervans, France",+33 6 12 72 27 93,http://lehanneur-traiteur-epervans.eatbu.com/,"4,8",Bourgogne-Franche-Comté,Caterer
️ D&M TRAITEUR BOURGOGNE,"13 Av. du 8 Septembre 1944, 21200 Beaune, France",+33 6 28 19 72 81,,"3,8",Bourgogne-Franche-Comté,Caterer
Maison Roncalli,"7 Rue du Montieux Zone Artisanale, 39240 Arinthod, France",+33 3 84 35 77 01,https://www.maison-roncalli-traiteur.fr/,"4,9",Bourgogne-Franche-Comté,Caterer
Traiteur du Moge,"10 Rue de la Seignière, 52190 Saint-Broingt-le-Bois, France",+33 3 25 84 66 02,,"4,7",Bourgogne-Franche-Comté,Caterer
"Pierre Pierret, chef à domicile",,+33 6 09 89 36 14,https://www.pierre-pierret-cuisinierdomicile.com/accueil,5,Bourgogne-Franche-Comté,Caterer
Citron Vert Traiteur,"La Chaume, 21700 Marey-lès-Fussey, France",+33 7 69 05 35 74,http://www.traiteur-citronvert.fr/,,Bourgogne-Franche-Comté,Caterer
La Comedie Des Mets,"12 Bd Jules Ferry, 21200 Beaune, France",+33 6 07 28 69 89,,5,Bourgogne-Franche-Comté,Caterer
Château de Brognon,"Rte de Beire le Châtel, 21490 Brognon, France",+33 3 80 23 20 90,https://chateaudebrognon.fr/,"4,6",Bourgogne-Franche-Comté,Caterer
Délice & Déco,,,http://www.deliceetdeco.fr/,"4,6",Bourgogne-Franche-Comté,Caterer
Le Caveau des Ducs,"13/15 Av. Albert 1er, 21000 Dijon, France",+33 6 17 40 75 48,http://caveaudesducs.fr/,"4,8",Bourgogne-Franche-Comté,Caterer
Rosario Boccarossa,"24 Rue du Point du Jour, 21200 Beaune, France",+33 6 24 26 11 70,https://www.boccarossarosario.com/,"4,9",Bourgogne-Franche-Comté,Caterer
La Grande O Fourneaux,"10 Rue Gaston Roupnel, 21200 Beaune, France",+33 6 34 57 63 09,https://la-grande-o-fourneaux-traiteur-beaune.eatbu.com/?lang=fr,3,Bourgogne-Franche-Comté,Caterer
Bar’Batube,,+33 6 65 28 27 61,,5,Bourgogne-Franche-Comté,Caterer
Rym's Catering,"50 Rue du Transvaal, 21000 Dijon, France",+33 7 60 70 80 53,http://rymscatering.com/,5,Bourgogne-Franche-Comté,Caterer
LP réceptions,,+33 6 20 63 04 60,https://lp-receptions.com/,,Bourgogne-Franche-Comté,Caterer
Bokkal,"4 Rue de Romelet, 21600 Longvic, France",+33 6 33 12 58 06,,5,Bourgogne-Franche-Comté,Caterer
La Table Bretonne,"5 Rue de Kervézennec, 29200 Brest, France",+33 2 98 25 54 40,http://www.latablebretonne.fr/,"4,8",Bretagne,Caterer
Monsieur M - Traiteur,"6 Bd du Trieux, 35740 Pacé, France",+33 2 99 92 09 70,http://www.mrmtraiteur.com/,"4,8",Bretagne,Caterer
Bretagne Traiteur,"1 Rue des Cordiers, 35250 Saint-Aubin-d'Aubigné, France",+33 6 81 30 37 23,http://www.instagram.com/bretagne.traiteur,5,Bretagne,Caterer
Aux Plaisirs Du Zest Traiteur,"5 Rue de Bodavellec, 56500 Évellys, France",+33 2 97 60 96 54,https://www.auxplaisirs-duzesttraiteur.fr/,"4,9",Bretagne,Caterer
Denis Chanoit Traiteur,"119 Rue de Paris, 29200 Brest, France",+33 2 98 42 79 10,http://www.traiteur-chanoit.com/,"4,9",Bretagne,Caterer
MATTO Traiteur,"4 Rue de la Barberais, 35650 Le Rheu, France",+33 2 99 23 16 96,http://matto-traiteur-rennes.fr/,"4,8",Bretagne,Caterer
G.l.o.b.e. Traiteur Pontivy & Locminé,"G.l.o.b.e. Traiteur Pontivy & Locminé, 56500 Moustoir-Ac, France",+33 2 97 25 18 53,http://www.leglobetraiteur.fr/,"4,9",Bretagne,Caterer
L'Instant Réception,"Les Chaputs, 35160 Le Verger, France",+33 2 99 07 98 45,https://www.linstantreception.fr/,"4,7",Bretagne,Caterer
TRAITEUR SECRETS DE GOURMANDISES,"12 ZA de Fournello, 22170 Châtelaudren-Plouagat, France",+33 6 87 61 60 81,https://www.secretsdegourmandises.com/,"4,9",Bretagne,Caterer
Traiteur Garcia,"13 Pl. du Gén Leclerc, 29290 Saint-Renan, France",+33 2 29 00 31 86,http://www.traiteur-garcia.fr/,"4,8",Bretagne,Caterer
Breizh Galettes Crêpier Traiteur Cocktail,"635 Rue du Pré Miel, 35310 Bréal-sous-Montfort, France",+33 6 26 04 86 01,https://crepier-traiteur-rennes.fr/,"4,9",Bretagne,Caterer
L'atelier Romarin,"7bis Rue Tanguy Prigent, 22950 Trégueux, France",+33 2 57 57 84 34,https://www.latelier-romarin.fr/?utm_source=Google+My+Business+&utm_medium=Fiche+Etablissement+Google&utm_campaign=seo+local,"4,9",Bretagne,Caterer
Le Bonheur est dans la Poêle,"37 Rue de Pont - Lagot, 35000 Rennes, France",+33 2 99 54 18 48,http://www.lebonheurestdanslapoele.com/,5,Bretagne,Caterer
LE GWENËSTAN Traiteur-Événementiel en Bretagne,"4 Rue du Ctre, 22600 Saint-Barnabé, France",+33 2 96 67 15 83,,"4,6",Bretagne,Caterer
Les Rives Gourmandes,"27 Rue de Lann Vrihan, 56450 Le Hézo, France",+33 2 97 67 39 11,http://lesrivesgourm.fr/,"4,9",Bretagne,Caterer
Atelier 11- dsp traiteur,"11 Rue du Noroit, 22100 Taden, France",+33 2 96 82 62 39,https://atelier11-traiteur.fr/,"4,8",Bretagne,Caterer
Pain d'Epices,"7 Rue du Vent d'Autan, 22100 Taden, France",+33 2 96 39 84 79,http://www.traiteur-dinan.com/,"4,8",Bretagne,Caterer
Lambert Traiteur,"34 Loiron, 35490 Sens-de-Bretagne, France",+33 6 70 78 90 16,https://www.facebook.com/profile.php?viewas=100000686899395&id=100090821981313,5,Bretagne,Caterer
L'Anthurium,"ZI de Saint-Léonard, 56450, France",+33 2 97 54 12 25,http://anthurium-traiteur.com/,"4,8",Bretagne,Caterer
Le gascon traiteur,"86 La Groussinais, 35390 La Dominelais, France",+33 6 51 36 22 57,https://www.facebook.com/gascontraiteur/,"4,9",Bretagne,Caterer
Le Gourmet Dolois,"11 ter Chem. de la Neuve, 35120 Dol-de-Bretagne, France",+33 6 43 43 68 21,http://legourmetdolois.fr/,5,Bretagne,Caterer
S&B Traiteur,"6 All. des Ecotays, 35270 Combourg, France",+33 2 99 73 90 77,http://www.sb-traiteur.fr/,5,Bretagne,Caterer
Flavors and Happiness,"45 Rue de la Forêt, 56330 Camors, France",+33 2 97 44 81 22,https://www.saveursetbonheur.com/,"4,4",Bretagne,Caterer
Les Hermelles Traiteur,"ZA Les Vignes Chasles, 35120 Roz-Landrieux, France",+33 2 99 48 87 10,http://www.hermelles-traiteur.com/,"4,7",Bretagne,Caterer
Traiteur Faligot Traiteur Rennes,"10 Rue de l’Illet ZA de la basse Robinais, 35830 Betton, France",+33 2 23 27 82 21,https://www.traiteurducentre.com/,"4,7",Bretagne,Caterer
Aux Saveurs Denoual,"Le Beauchet, 35360 Médréac, France",+33 2 99 07 35 25,http://www.auxsaveurs-denoual.fr/,"4,3",Bretagne,Caterer
Les Traiteurs du Loch,"Lann Guinet, 56390 Grand-Champ, France",+33 2 97 66 77 14,http://www.guylesommer.fr/,"4,5",Bretagne,Caterer
Textures Traiteur-Traiteur Finistère,"Kerdrioual, 29290 Lanrivoaré, France",+33 6 75 99 80 50,https://www.textures-traiteur.bzh/,5,Bretagne,Caterer
Les Traiteurs Briochins,"1 Rue Eole, 22120 Hillion, France",+33 2 96 72 55 78,https://www.traiteurbriochin.com/,"4,8",Bretagne,Caterer
SO! Traiteur,"18 All. Louis Blériot, 29180 Guengat, France",+33 2 98 64 86 96,http://www.sotraiteur.com/,"4,9",Bretagne,Caterer
Sarl Walle Traiteur,"13 Rue Paul Richet, 22120 Pommeret, France",+33 2 96 30 20 30,http://www.amice-walle-traiteur.com/,"4,8",Bretagne,Caterer
Les Saveurs du Penthièvre,"10 Zone du Ventoué, 22400 Lamballe-Armor, France",+33 2 96 31 02 73,http://www.traiteurlamballe.com/,"4,9",Bretagne,Caterer
Le Relais de l'Hermine,"35 Rue de Brocéliande, 35290 Muel, France",+33 2 99 07 50 09,http://www.relaisdelhermine.com/,"4,7",Bretagne,Caterer
Traiteur Comme sur des Roulettes,,+33 6 37 25 21 12,http://www.traiteur-itinerant-csdr.com/,"4,9",Bretagne,Caterer
Guéguen Traiteur,"Z I du Vern E, 29400 Landivisiau, France",+33 2 98 68 11 20,http://www.traiteur-gueguen.fr/,"4,9",Bretagne,Caterer
Traiteur Evenementiel Mallet,"9 Rue des Écoliers, 22170 Lanrodec, France",+33 9 50 41 44 92,http://www.traiteur-mallet.fr/,5,Bretagne,Caterer
